Participant_ID,Duration (in seconds),Native_English_Speaker,gender,age,educationlevel,educationlevel_7_TEXT,nationality,NEP1,NEP2,NEP3,NEP4,NEP5,NEP6,NEP7,NEP8,NEP9,NEP10,NEP11,NEP12,NEP13,NEP14,NEP15,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,Matthew_prompt_1,Matthew_prompt_2,Matthew_prompt_3,Matthew_prompt_4,Matthew_prompt_5,Matthew_prompt_6,Matthew_prompt_7,Matthew_prompt_8,Matthew_prompt_9,Matthew_prompt_10,Matthew_prompt_11,Abi_prompt_1,Abi_prompt_2,Abi_prompt_3,Abi_prompt_4,Abi_prompt_5,Abi_prompt_6,Abi_prompt_7,Abi_prompt_8,Abi_prompt_9,Abi_prompt_10,Susan_Prompt_1,Susan_Prompt_2,Susan_Prompt_3,Susan_Prompt_4,Susan_Prompt_5,Susan_Prompt_6,Susan_Prompt_7,Susan_Prompt_8,Susan_Prompt_9,Susan_Prompt_10,Susan_Prompt_11,Susan_Prompt_12,Claudia_prompt_1,Claudia_prompt_2,Claudia_prompt_3,Claudia_prompt_4,Claudia_prompt_5,Claudia_prompt_6,Claudia_prompt_7,Claudia_prompt_8,Claudia_prompt_9,Claudia_prompt_10,Claudia_prompt_11,Claudia_prompt_12,Greg_prompt_1,Greg_prompt_2,Greg_prompt_3,Greg_prompt_4,Greg_prompt_5,Greg_prompt_6,Greg_prompt_7,Greg_prompt_8,Greg_prompt_9,Greg_prompt_10,Greg_prompt_11
60906527d79fa6ab6867f0f9,1303,Yes,Female,24,Master's Degree,NA,South Africa,3,4,5,3,4,2,4,5,5,3,4,1,5,3,5,1,1,2,4,5,5,4,1,1,5,4,5,5,2,4,4,5,4,4,4,1,5,1,4,4,1,4,1,5,5,4,5,4,2,4,1,5,5,4,4,5,2,4,2,"You can start by walking, or taking a bus or train to work a few days a week. Once you have gotten used to it, you can now leave driving altogether.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Look at their code of conduct to see the kind of dressing that is acceptable at that company.,"Mostly, buy smart casual clothes until you are certain of the dress code of the company",NA,NA,NA,NA,NA,NA,NA,NA,"You should start by separating the trash according to plastics, cans, and glass. That way, it will be easier to recycle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,That would save you some money.,It is also good for the environment. You try it out.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,That's a really good idea and it will also give you some health benefits.,Start little by little and don't remove everything at once.,NA,NA,NA,NA,NA,NA,NA,NA,NA
5ebd8e7a5e21480a6d2d971a,940,Yes,Female,23,Master's Degree,NA,Ireland,5,2,5,4,5,3,5,4,5,5,5,5,5,3,5,2,2,4,3,5,4,4,5,4,4,4,5,5,4,3,5,5,4,3,5,5,4,5,2,4,2,4,4,4,4,3,5,4,2,3,5,4,4,4,5,3,5,3,4,I think even if you make a small change gradually it could still have a big impact on your carbon footprint.,Maybe you could try walking to work or catching the bus even one day this week and see how it affects your schedule.,"Even if you can’t get the bus, you could try to carpool with a coworker and take turns so there will be one less car on the road!",NA,NA,NA,NA,NA,NA,NA,NA,I think if it’s something that you want to do you should go for it! Being sustainable is important for the environment and it might make you feel good to shop sustainably.,You could try going to a few of the second hand shops and asking them if they have any clothes that are professional so that you can wear them for work.,NA,NA,NA,NA,NA,NA,NA,NA,I think recycling is a great way to benefit the planet. What you could do is get a bin bag in a different colour so it reminds you to put just plastics and recyclable items in there.,You could also get your granddaughter involved and she could show you how she recycles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think that buying a reusable bottle is great for sustainability as well as saving you money as if you buy one you won’t have to keep spending money on the plastic bottles from the vending machine.,Having a reusable bottle can also be a benefit as some of them will keep your drinks colder for longer. I think you should buy one and try it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think that it’s great you’re making resolutions, I think you could try eating less meat and see how you feel.","Maybe you could start by doing a taste test of some fake/ vegan meat products so that you find one you like, as then it would be easier to stick to the resolution.",NA,NA,NA,NA,NA,NA,NA,NA,NA
60d33d90bfc3eb89147053d1,866,Yes,Female,27,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,4,4,4,3,5,1,4,4,4,3,4,4,4,3,5,2,4,1,5,2,5,5,4,4,2,2,4,4,3,4,3,2,2,5,3,4,3,5,1,5,4,4,4,3,2,3,3,4,2,3,3,2,5,4,4,1,4,1,1,I have never driven to work as I find getting the train in much quicker especially in rush hour. I think you should give it a go for a month and see how you get on with it. Do you know anyone else who drives who you could car share with so you cut down the amount of cars going to the same place?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I struggle to shop second hand as I think you have to be a certain size and it is harder to try clothes on, it can be made into a fun activity though going round and finding new clothes. My friend found some really good designer stuff for really cheap.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"There are lots of helpful guidance on council website for recycling, I never used to be bothered myself but i feel guilty now if i dont. I suggest buying a bin with different compartments as I found that really helpful to split it up and meant that my sides weren't covered in recycling and looked a lot neater. Give it a try I would say.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I always use a reusable bottle as i have heard bad things from plastic bottles, if you dont think you like the taste of tap water try and have ice cold or refrigerate it as this helps get rid of the taste and you may find it easier to drink. I also find that using a water bottle helps  me drink more.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think a good idea if you want to do it,  I was vegan for a year in an effort to do this but then I found it too hard and had no energy. I also think why am I bothering to make so many changes when people are still flying around in private jets, I'm sure that makes more of an impact. Why don't you give it a go and see if you feel any better.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5c49edc17634520001c65aa5,1005,Yes,Female,33,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,5,5,5,4,5,4,5,4,4,4,5,5,5,4,4,3,4,2,5,2,2,4,4,2,4,2,2,4,4,2,4,2,1,2,2,4,2,4,2,2,3,2,2,4,1,4,5,4,1,2,4,2,2,4,2,2,4,1,1,I would encourage it Matthew. Especially if it involves walking or riding a bike to work. Just think of the health benefits. Never mind being sustainable it’s improving yourself!,Yeah it’s a great idea. Or do you know anyone at work that lives nearby? You could try sharing lifts or car sharing instead. That’ll help you and a colleague then. Plus it’ll reduce your petrol costs!,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oh you need to try Vinted! It is so easy to use and it is essentially more sustainable. You also find some right bargains which have been well cared for and loved.,"An alternative could be buying a decent suit you can wear for several days and just swap your shirt, it’ll be like a uniform for work and should last if you look after it.",NA,NA,NA,NA,NA,NA,NA,NA,Oh definitely you need to start. It’s so easy to do once you get into it. I’d recommend buying some baskets for your kitchen; for cardboard and plastics.,"Once it becomes a habit, it’ll be like you have recycled your whole life. That’ll be you making your difference to the longevity of the planet. Got to think of what the future holds for the planet with your granddaughter in it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,It would help the amount of plastic you’re using. I totally get how easy it is to buy new everytime but just thinking of every plastic bottle you use a week and how using a reusable bottle will reduce this.,"You can get different sized ones, with a million different patterns on. Further you can get different lids to use on them e.g. a flip top opposed to screw on.  You may find you drink more water as you can keep the bottle with you at all times.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, that would be a good start. Meat free Monday is a common thing or trying to go vegan for a month. However I don’t think you should actually cut it out completely, just make conscious choices.",Maybe also consider your carbon footprint with travelling. Less flights this year possibly? Maybe try a staycation in the UK instead.,NA,NA,NA,NA,NA,NA,NA,NA,NA
60f42b3c7bb95e459960361c,748,Yes,Female,25,Master's Degree,NA,United Kingdom of Great Britain and Northern Ireland,4,5,5,4,5,2,5,4,5,5,4,4,4,4,5,2,4,3,2,5,2,4,5,2,5,2,4,4,4,5,4,3,2,5,4,4,2,4,2,4,3,2,4,4,3,4,3,4,3,3,4,4,2,5,5,4,4,1,4,"Yeah its definitely a good idea Matthew you should do it! Every little helps the environment, like if we all band together we can make a slight difference","The frustrating thing is its the big companies that need to reduce their carbon footprint as they would actually make the biggest difference, but nonetheless we each have to do our bit otherwise there's no hope",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yeah that's a good idea I'm trying to do that too, its tough because fast fashion is convenient and what we're used to",But technology has made it even easier these days to shop more sustainably like with apps such as vinted and depop and there's some good stuff on there!,It can also be more affordable which is an added benefit. Another great option is charity shops you just have to be ready to scour a bit!,NA,NA,NA,NA,NA,NA,NA,"I could definitely help you with recycling, Susan, if that would help!",It's really important for the environment and we've got to do everything we can to leave this world better for the next generation.,I'm sure you agree that you'd want your grandchildren to live in a safe environment!,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think that's a great idea and you should definitely do that, its so much better for the environment and the world is burning haha !",Its also so much better on the pocket because it saves you spending on bottles over and over again,"Also as an added benefit you can get really cute water bottles with different designs, even ones that can carry more water if that's what you're going for",NA,NA,NA,NA,NA,NA,NA,NA,NA,"That's such a good idea Greg I really need to start doing that too, because the world is fucked lol","I really love meat though is the issue, but as well as being bad for the environment its bad for your health so I do think I should probably cut down too, maybe we can hold each other accountable! Cook for each other!",NA,NA,NA,NA,NA,NA,NA,NA,NA
5f4b6e0114b99101ba69e5ae,958,Yes,Male,26,High school diploma,NA,South Africa,1,2,5,3,5,1,4,4,5,4,3,3,4,2,5,2,2,4,4,3,4,3,4,2,2,4,5,4,2,3,4,4,3,2,4,2,4,3,4,4,2,3,2,4,3,2,4,2,2,2,3,5,2,4,4,4,4,2,2,I believe he should use more public transportation.,It would be easy to get used to taking a new form of transport you just have to start.,I would begin travelling with him for a little while,NA,NA,NA,NA,NA,NA,NA,NA,I would say to Abi that she could serch online for second hand clothing stores around her.,Another option would also be to make new clothes out of clothing that she already has.,Also she should curate a wadrobe where she would not feel as though she has to keep buying a new item each time.,NA,NA,NA,NA,NA,NA,NA,it would be wonderful for her to start recycling.,She could make it an activity that she and her grandaughter do together or he granddaugthter could teach her how to do it.,This would be great for the environment.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I believe that she could get a reusable bottle.,She could also re-use the water bottle that she has been buying.,This would eliminate the extra spending and she would not be spending a fortune on it,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't think eating less meat would make a considerble impact on reducing his carbon footprint.,The ideal would be to be more in nature and walk around more wherever you can.,try and invest your time and money into finding better ways that the food could be cooked,NA,NA,NA,NA,NA,NA,NA,NA
60fdcb26a01b2dd43c18784d,939,Yes,Female,22,Bachelor's Degree,NA,Ireland,4,3,5,3,5,2,5,3,4,4,4,4,4,2,5,2,4,5,4,3,3,4,5,1,4,3,4,3,4,4,2,4,2,5,5,2,4,2,3,4,4,5,2,3,2,4,5,2,4,2,2,2,2,5,5,5,3,2,4,I think this would be a good idea as long as you find another suitable form of transport that could get you to work on time.,There are lots of benefits - it would probably be cheaper as you wont have to pay for petrol and if you decide to walk or cycle it will benefit your health.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think that buying your clothes second-hand would be a good idea. You can find a lot of stylish clothes if you look in the right places.,There are benefits to shopping second hand- its better for the environment than fast fashion and also tends to be cheaper.,NA,NA,NA,NA,NA,NA,NA,NA,I think it would be a good idea to start recycling.,It will help the environment and there are also some schemes that give you money back when you recycle.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think you should get a reusable water bottle.,It will save you money in the long run as you wont have to buy it from the gym and it will reduce your plastic waste.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think it would be a good idea to eat less meat.,Meat production is damaging to the environment and if less people are eating meat it might help to curb some of the effects.,NA,NA,NA,NA,NA,NA,NA,NA,NA
5d7057e63c92d600193c31e5,836,Yes,Male,31,Bachelor's Degree,NA,Canada,4,2,4,2,5,1,5,4,5,5,4,3,3,1,5,5,1,3,4,4,4,2,5,4,4,4,4,5,2,4,3,4,4,2,4,4,4,4,3,4,1,4,4,4,4,2,5,3,2,5,4,4,4,2,4,5,4,4,4,"It's always a good idea to try to cut down on driving. Just think about how dangerous it is! It's one of the most dangerous activities you do every day, and so many people are killed in accidents.","Biking is a really healthy alternative, it's good for you and for the environment.","You could also just take public transit, which is going to save you money in the end.",NA,NA,NA,NA,NA,NA,NA,NA,"There are tons of great second hand clothing stores in the city, and you can save money by shopping there.","You might also find interesting fashion choices you wouldn't find anywhere else, and vintage stuff.","Plus, imagine how much waste you are saving from going in the dump, and the resources used to make the clothing in the first place.",You might even save some children in third world countries from having to work in slave like conditions in sweatshops to make your clothes.,NA,NA,NA,NA,NA,NA,Recycling can be useful as long as you do it properly and clean and separate the proper things to be recycled.,"It can help to reduce the amount of things we have in landfills, which makes our living spaces more beautiful.",You could even save some money if you return bottles and cans.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reusable bottles are the way to go. They are going to save you money over time when you can just refill at the tap.,Tap water is actually healthier for you too because it doesn't have as many microplastics and it has added fluoride for your teeth.,"And you don't want to throw these bottles out, just think about how many end up in the ocean and then in the seafood we eat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Definitely, that is a great idea. The meat industry is one of the most wasteful and harmful industries, especially the beef industry which produces huge amounts of methane which is very harmful.",You'll also be helping out the animals which are suffering on the farms.,"Not only that, but it's amazing for your health. Most scientists would agree that cutting meat and especially red meat out of your diet will help you live longer and healthier.",NA,NA,NA,NA,NA,NA,NA,NA
650458317d2ea551bc882cdf,1483,Yes,Female,25,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,4,4,4,2,5,2,5,5,5,5,2,5,4,5,4,3,2,5,5,5,5,1,3,5,5,4,4,4,1,3,5,4,2,4,4,5,2,5,2,4,3,5,5,4,4,2,4,4,1,4,5,5,2,1,5,2,5,1,2,Have you thought about car sharing with a colleague? This helps decrease pollution and is a good time to catch up with colleagues,Commuting sustainably can help the environment and decrease the cost of your commute.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shopping sustainability helps the planet and can lead to spending less money on clothes and that money supporting charity. I would suggest going thrifting together on a Saturday to show my favourite spots and what to look out for.,"Fast fashion and micro trends lead to more landfill, second hand shopping supports charities and helps give clothes new life.",NA,NA,NA,NA,NA,NA,NA,NA,"Hi Susan, recycling is great for the environment and easy. It’s easiest to have two separate bins, one for general waste and one for recycling, then when you throw something away you can start separating it at source. Let me know if you want a hand.",It’s a good idea to get to know your council/cities recycling policy to make sure you are separating waste correctly. Would you like me to help you find information?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reusable bottles help reduce waste for our environment they are a great idea. To reduce the possibility of buying more than 1 reusable bottles, spend time figuring out what you want from your bottle including size, colour, weight, whether you need it insulated and if it will fit in your car cup holder.","I would suggest getting a bottle from an ecofriendly company or a B-corp, would you like me to send you some recommendations?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Being vegetarian or vegan does decrease your carbon footprint, if you can do this and maintain a healthy relationship with food without restriction I completely support you.","There are a lot of great meat free dishes, we can learn to cook them together to fulfil your nutritional needs",NA,NA,NA,NA,NA,NA,NA,NA,NA
54c9e18afdf99b2e01469d08,1107,Yes,Female,63,Other (please specify),Professional qualification,United Kingdom of Great Britain and Northern Ireland,5,3,4,1,4,1,5,3,5,2,4,3,4,5,1,4,3,5,4,5,5,4,5,4,4,4,5,5,5,3,4,3,4,5,4,4,4,4,2,5,1,5,5,5,4,5,5,3,5,4,4,4,4,4,4,5,4,1,4,I think you would quickly get used to getting to work by another means.,You might even enjoy it.,You would get fresh air and exercise and could get fitter.,NA,NA,NA,NA,NA,NA,NA,NA,You will never look back if you decide to do this.,"You can find great bargains in second hand shops and people get rid of fast fashion all the time, so you will be supporting sustainable clothing by not buying new clothes.",You won't look like everyone else which is great for showing your individuality.,NA,NA,NA,NA,NA,NA,NA,I thought that everyone recycled?,It is so easy to do. I have separate bins at home and recycle our household rubbish throughout the day.,It's second nature to do this and stops things going into landfill that might not biodegrade.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have one and it's brilliant.,"You can refill it easily throughout the day, saving a fortune on the cost of bottled water.",Think of all the plastic you won't be using anymore. Everyone should be doing this.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I would say it's your individual choice.,You could try to cut meat out a few days a week to see how you go.,I enjoy eating vegetarian meals as well as meat based meals and could give you some good recipes. I do feel better and lighter when I don't have meat.,NA,NA,NA,NA,NA,NA,NA,NA
5db37fc0bf0581000ed4aff5,853,Yes,Female,32,High school diploma,NA,Ireland,3,4,5,4,5,2,5,3,5,5,3,5,4,1,5,2,2,3,3,3,3,4,3,1,5,4,4,4,2,4,4,5,2,5,3,2,5,5,3,4,3,3,2,5,1,3,4,3,3,2,4,4,4,4,3,2,4,2,3,It’s definitely a hard move when you are so used to driving by yourself and following your own schedule but with the recent introduction of a regular bus service you will be surprised how efficient it is,"I also really like not being responsible for my own travel. I can unwind on the bus for the journey and listen to a podcast, especially after a long day.",NA,NA,NA,NA,NA,NA,NA,NA,NA,I grew up thinking that second hand clothing was for people who couldn’t afford it. But it is so good for getting some new styles and not spending as much money.,"I was such a crazy person for buying new clothes for every occasion, but going to thrift stores showed me how much quality there is rather than buying all new !",NA,NA,NA,NA,NA,NA,NA,NA,"Recycling is something that once you get started with it, it can become an addiction! 
It’s great to be able to separate your plastics, cardboards etc so that you can dispose of Dodd and non recyclables separately.","A great thing about recycling is that because you will have mainly food stuff left, you can compost your food and use it for planting etc.",Also many of the supermarkets will aid you in your recycling habits so you can dispose of soft plastics instore,NA,NA,NA,NA,NA,NA,NA,NA,NA,It’s probably better to buy reusable for a good many reasons. For financial and environmental reasons. You might have a higher buy in cost to purchase a quality reusable water bottle but think about how many bottles of water you might. It throughout the year and I can guarantee you that it will save you money!,"Also for sustainability, think about how much you will reduce your plastic usage if you switch to a reusable bottle!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,We decided to go veggie twice per week last year and it really has been so instrumental in showing us how we don’t have to live this meat heavy lifestyle.,We’ve also been trying to watch our intake of red meat and my preference is beef so switching to veggie on occasion has really helped with that and my waist line!,NA,NA,NA,NA,NA,NA,NA,NA,NA
5ed901387d81a8081899eef4,796,Yes,Female,22,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,2,2,4,3,5,2,2,4,3,5,3,5,4,4,3,2,3,2,2,4,4,4,4,2,4,2,4,4,4,2,2,4,2,4,4,4,4,3,4,4,2,3,2,4,4,4,4,2,3,3,2,4,4,4,4,4,4,2,3,If you can get the bus or train and its not too expensive you should.,You could set up a carpool at your job to cut down on the cars.,"You could make a change somewhere else, like flying less, to offset your car",NA,NA,NA,NA,NA,NA,NA,NA,Try Vinted its so cheap,Charity shops are good but hit and miss,"Try NewLife it’s like a more curated version of a charity shop, they have more big name brands",NA,NA,NA,NA,NA,NA,NA,They take your bins without your rubbish divided up? They won’t empty ours if there is trash in the recycling,It’s easier than you think just make sure you have separate bins or bags,Most people do it,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hi, I really like my metal Chilly’s bottle but they can be expensive and there’s lots of alternatives.",You can also save so much money not buying drinks out.,They can keep your water cold all day too,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oh good for you I couldn’t do that,Is anyone you know vegan or veggie?,I’d miss steak and chicken too much,NA,NA,NA,NA,NA,NA,NA,NA
66045419410cb2860a8dae4a,831,Yes,Female,25,Master's Degree,NA,Nigeria,3,4,4,2,5,2,4,4,5,4,2,2,4,1,5,2,4,4,3,4,4,4,4,2,4,4,5,4,4,4,4,5,4,4,5,2,4,2,3,4,4,4,2,4,5,4,4,4,2,4,2,4,4,5,5,2,4,1,2,It’s actually not sustainable as your car releases GHG emissions.,"You can also carpool, that would reduce your emissions",You could probably cycle or take the bus,NA,NA,NA,NA,NA,NA,NA,NA,I know a few charity shops you can buy from,You can also declutter before you get some new clothes,We can go together,NA,NA,NA,NA,NA,NA,NA,You can use the same bags to avoid having multiple bag for shopping,You can switch your shopping to eco friendly products,Recycle where you can,NA,NA,NA,NA,NA,NA,NA,NA,NA,That’s a good idea,That would help with recycling and encourage you to be carbon conscious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don’t know if meat has anything to do with your carbon foorprint,What has the internet got to say,It might be with a try,NA,NA,NA,NA,NA,NA,NA,NA
60fd9b1f9557d7bffbb5e6de,1177,Yes,Female,29,Bachelor's Degree,NA,Australia,4,5,4,3,5,4,5,4,3,4,4,3,4,4,4,2,2,4,2,4,3,2,4,2,5,4,4,5,2,4,4,5,4,2,4,2,5,2,4,4,3,4,2,4,4,3,4,2,2,3,4,4,4,4,4,2,4,2,2,"Yeah that's tough, especially if your works far away and there is not local transport, maybe you could carpool with someone.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secondhand clothes are great, afforfable and you can find some really nice items.",NA,NA,NA,NA,NA,NA,NA,NA,NA,I can print you out a guide and it will show you what items go in the recycling bin. It's very straightforward.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes! Absolutely get one, I love my water bottle it's my Travel Buddy. It's goes with me everywhere. That's why it looks like this. But it keeps my water cold for hours, I will send you the link if you're interested.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yeah, why not! We don't have to get any meat dishes, I'm fine with anything.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660da4ba5e59df1fdae56a54,750,Yes,Male,20,High school diploma,NA,United Kingdom of Great Britain and Northern Ireland,1,1,3,3,4,1,2,3,5,4,1,2,5,2,4,3,2,5,5,2,5,1,5,5,5,4,3,4,1,5,5,5,3,3,5,5,3,5,2,4,1,5,5,4,2,1,5,5,1,4,5,2,5,3,5,4,5,3,5,"Matthew, mate. I know it might be hard for you, but you should really think about finding a different way to get to work.","I know our towns infastructure is somewhat... scarce. But if that bothers you, you should get a bike. Even so, I enjoy getting the bus as you are in a public space and see different and somewhat crazy things everyday.","I know it's fun to drive. But it's expensive, and fuel is starting to run out. I enjoy riding my bike to work or getting the bus when I have to. You should think about your kids.",NA,NA,NA,NA,NA,NA,NA,NA,"I always shop second hand, but that's more a swag issue. I like the way the clothes look.","To be honest, I don't think there's anything wrong with trying to look presentable. If you followed your logic, you would be walking around town wearing a barrel hung up with organic ropes.","However, i'd start with the second hand shop, before moving onto the essentials.",NA,NA,NA,NA,NA,NA,NA,"Susan, I'm surprised the council hasn't stopped taking your bins!","I actually have no idea where the plastic recycling goes. I've read conflicting things - either, it's saving the planet, or it goes to a landfill anyways. I'm really not sure.","However, I always find it makes me less likely to buy plastic packaging. With it in a separate bin, you really see how much you're consuming. It can't be good for you, and it's definitely not good for the planet.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. It is so much cheaper.,"As well as that, you don't know what sorts of effects having a plastic bottle gives you. I've read that microplastics can get in your bloodstream and do all sorts of nasty things.","Finally, you don't see the effects. But i've spent a lot of time in poor countries. They should be beautiful, but there is mainly plastic trash everywhere! We thankfully don't see the effects, but go to India or Malaysia, and you see where all that plastic goes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm a big meat eater personally, so I couldn't. I need it for sports.",Farming is one of those climate change issues I feel less passionately about. We've been farming since the dawn of civilisation. Climate change only really came about in a big way since the 1850's.,"The reason I care about climate change is the effect it has on people. Me not eating meat means there's a farmer somewhere who's selling a hell of a lot less cows. Without me on a plane, it's going to fly regardless.",NA,NA,NA,NA,NA,NA,NA,NA
61471d6ce2b1a639ab35e845,1041,Yes,Female,28,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,4,3,5,3,5,2,5,4,5,4,5,5,5,4,4,1,4,1,1,3,2,4,1,2,4,2,5,2,4,2,2,4,1,5,1,2,4,3,2,2,2,2,2,4,1,4,4,2,2,1,2,3,3,4,2,2,4,1,1,"I think that depends Matthew, I don’t think I’d cope commuting to work without a car especially in cold weather. How far is your work from your house?",I think you should weigh up the costs and time lost or saved. It does sound a good idea but it may end up being very costly or could take you a lot more time to get to work.,NA,NA,NA,NA,NA,NA,NA,NA,NA,That sounds a good idea. I know a lot of people have started using apps to buy preloved clothes. I think that would work really well for you since you can sell anything you don’t need anymore and buy new pieces for cheaper.,I think you could also build a capsule wardrobe. If you mix and match prices you can create so many outfits without having to buy loads of clothes.,NA,NA,NA,NA,NA,NA,NA,NA,Oh how come? Do you not have recycling facilities at your house? We have ours taken away every two weeks and it’s really easy to do. You should look into the system in your area.,I also think it’s a good idea to recycle. Every little helps to help the planet.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes definitely get a reusable bottle. You’ll save so much money rather than paying vending machine prices.,"It’s also such a good idea for the planet, it’s not great to be buying single use plastics so often.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think that’s a great idea. I know it’s supposed to be really beneficial for the planet but I would really struggle to cut back on meat, do you eat a lot of meat?",I have tried some meat substitutes that could work for you. You just have to be open to try new things.,NA,NA,NA,NA,NA,NA,NA,NA,NA
